20230324	15:06:54	 883ff87f-e3e8-478c-a006-f6d212f69a02	 /new-page	GET
20230324	15:06:54	 ac6230c6-9808-49bf-8971-18b5290d1efd	 /css/style.css	GET
20230324	15:06:54	 5299457a-14b9-404d-9e28-0cabede5749e	 /img/img_01.jpg	GET
20230324	15:07:54	 7633d552-3f05-446b-89b8-68e62acee729	 /new-page	GET
20230324	15:07:54	 6701a5e6-aae2-4718-b8c0-6cebb613b0a8	 /css/style.css	GET
20230324	15:07:54	 17db3998-e35f-4c5c-b505-1c58f12a8575	 /img/img_01.jpg	GET
20230324	15:20:42	 3118ba4b-09ae-4a1b-ae48-be270142e215	 /new-page	GET
20230324	15:20:42	 7c4847e7-3dfe-4e51-82e0-b76fd0c494bf	 /css/style.css	GET
20230324	15:20:42	 ac2d1c74-d467-480a-a94d-dca3b9e6d676	 /img/img_01.jpg	GET
20230327	09:55:14	 0d01b13d-6e9a-4401-877e-5137036b33e1	 GET	undefined	/dave
20230327	09:57:30	 04c815e1-caa5-43bb-869e-dce1ee7c4347	 GET	undefined	/dave
20230327	09:57:30	 d37dce29-be08-4bba-9197-ad76307c4395	 GET	undefined	/css/style.css
20230327	09:59:48	 624a8073-a54c-46aa-a6e5-28dedb8ef59f	 GET	undefined	/subdir/dave
20230327	09:59:48	 c7d98b42-716d-4dab-b949-f382bc012538	 GET	undefined	/subdir/css/style.css
20230327	10:11:32	 3899a808-40f3-4ddc-a064-79c3b25b7e86	 GET	undefined	/index
20230327	10:11:32	 25e8d70f-6e3e-4c8c-b7e2-48aa8ea14b7b	 GET	undefined	/css/style.css
20230327	10:11:42	 357daa6a-15d7-4039-8f45-41ef9bf58882	 GET	undefined	/new-page
20230327	10:11:42	 ce2ae3cd-bfdf-4d9f-8261-6dae3bf7413d	 GET	undefined	/css/style.css
20230327	10:11:42	 bd706a53-5e8a-4d3d-962f-6d1fdb7dd6a5	 GET	undefined	/img/img_01.jpg
20230327	10:36:24	 202e2fb0-1c4c-4741-8e7f-bac492c3c9c2	 GET	undefined	/employees
20230327	10:38:12	 99defce5-30d1-4cce-b60e-73d0fa09127f	 GET	undefined	/employees
20230327	10:41:02	 8029cd45-7f3b-470c-9187-22bc875c7236	 POST	undefined	/employees
20230327	10:41:56	 51d01947-63ff-40c1-b7c0-136b91a58970	 POST	undefined	/employees
20230327	10:42:50	 80f2f2bd-18bf-46a9-bac7-37a15028938a	 GET	undefined	/employees
20230327	10:43:02	 76b06a09-cab7-4e7a-b988-3fa2755f2d45	 POST	undefined	/employees
20230327	10:43:14	 fc1d770f-7ac3-4d6c-aa04-42b486f8c492	 POST	undefined	/employees
20230327	10:52:04	 d64e5e6b-6925-4a00-9a7d-1538e5302810	 PUT	undefined	/employees
20230327	10:54:09	 b7af32d8-063d-4d9a-80b2-1f146d1991c0	 DELETE	undefined	/employees
20230327	10:55:31	 23d0a10f-ad88-4912-aee9-f875b245f691	 GET	undefined	/employees/1
20230327	10:58:01	 1802a169-de7b-4d0d-83b3-4902625a570f	 GET	undefined	/employees
