20230324	15:06:54	 883ff87f-e3e8-478c-a006-f6d212f69a02	 /new-page	GET
20230324	15:06:54	 ac6230c6-9808-49bf-8971-18b5290d1efd	 /css/style.css	GET
20230324	15:06:54	 5299457a-14b9-404d-9e28-0cabede5749e	 /img/img_01.jpg	GET
20230324	15:07:54	 7633d552-3f05-446b-89b8-68e62acee729	 /new-page	GET
20230324	15:07:54	 6701a5e6-aae2-4718-b8c0-6cebb613b0a8	 /css/style.css	GET
20230324	15:07:54	 17db3998-e35f-4c5c-b505-1c58f12a8575	 /img/img_01.jpg	GET
20230324	15:20:42	 3118ba4b-09ae-4a1b-ae48-be270142e215	 /new-page	GET
20230324	15:20:42	 7c4847e7-3dfe-4e51-82e0-b76fd0c494bf	 /css/style.css	GET
20230324	15:20:42	 ac2d1c74-d467-480a-a94d-dca3b9e6d676	 /img/img_01.jpg	GET
20230327	09:55:14	 0d01b13d-6e9a-4401-877e-5137036b33e1	 GET	undefined	/dave
20230327	09:57:30	 04c815e1-caa5-43bb-869e-dce1ee7c4347	 GET	undefined	/dave
20230327	09:57:30	 d37dce29-be08-4bba-9197-ad76307c4395	 GET	undefined	/css/style.css
20230327	09:59:48	 624a8073-a54c-46aa-a6e5-28dedb8ef59f	 GET	undefined	/subdir/dave
20230327	09:59:48	 c7d98b42-716d-4dab-b949-f382bc012538	 GET	undefined	/subdir/css/style.css
20230327	10:11:32	 3899a808-40f3-4ddc-a064-79c3b25b7e86	 GET	undefined	/index
20230327	10:11:32	 25e8d70f-6e3e-4c8c-b7e2-48aa8ea14b7b	 GET	undefined	/css/style.css
20230327	10:11:42	 357daa6a-15d7-4039-8f45-41ef9bf58882	 GET	undefined	/new-page
20230327	10:11:42	 ce2ae3cd-bfdf-4d9f-8261-6dae3bf7413d	 GET	undefined	/css/style.css
20230327	10:11:42	 bd706a53-5e8a-4d3d-962f-6d1fdb7dd6a5	 GET	undefined	/img/img_01.jpg
20230327	10:36:24	 202e2fb0-1c4c-4741-8e7f-bac492c3c9c2	 GET	undefined	/employees
20230327	10:38:12	 99defce5-30d1-4cce-b60e-73d0fa09127f	 GET	undefined	/employees
20230327	10:41:02	 8029cd45-7f3b-470c-9187-22bc875c7236	 POST	undefined	/employees
20230327	10:41:56	 51d01947-63ff-40c1-b7c0-136b91a58970	 POST	undefined	/employees
20230327	10:42:50	 80f2f2bd-18bf-46a9-bac7-37a15028938a	 GET	undefined	/employees
20230327	10:43:02	 76b06a09-cab7-4e7a-b988-3fa2755f2d45	 POST	undefined	/employees
20230327	10:43:14	 fc1d770f-7ac3-4d6c-aa04-42b486f8c492	 POST	undefined	/employees
20230327	10:52:04	 d64e5e6b-6925-4a00-9a7d-1538e5302810	 PUT	undefined	/employees
20230327	10:54:09	 b7af32d8-063d-4d9a-80b2-1f146d1991c0	 DELETE	undefined	/employees
20230327	10:55:31	 23d0a10f-ad88-4912-aee9-f875b245f691	 GET	undefined	/employees/1
20230327	10:58:01	 1802a169-de7b-4d0d-83b3-4902625a570f	 GET	undefined	/employees
20230327	17:48:16	 651a9467-327f-41fc-a4f9-7e14327a7f1e	 GET	undefined	/employees
20230327	17:50:29	 bb924c54-015e-4426-8179-3b3bdb57d93d	 GET	undefined	/employees
20230327	17:50:51	 fd51e439-564f-4bd2-a965-2ea1b89c5a0c	 GET	undefined	/employees
20230327	17:50:57	 ab31a7eb-9a21-4edd-a553-c9d849d7a914	 GET	undefined	/employees
20230327	17:51:42	 2ce1109e-1d4a-404e-a136-90a9c16ee123	 POST	undefined	/employees
20230327	17:53:24	 37f7c0bc-85df-4cb0-8759-4c332f7c3eb4	 POST	undefined	/employees
20230327	17:54:21	 7f2f7e46-5f61-4266-b7a0-665ecc5ea473	 PUT	undefined	/employees
20230327	17:54:39	 4f953953-da0c-40c5-84c8-152a4a9a2497	 GET	undefined	/employees
20230327	17:54:51	 22e0fbe9-ee15-4fb3-bafc-c087ac689b4f	 DELETE	undefined	/employees
20230327	17:55:00	 ff56d2b7-d4e6-4d16-9aa2-4ccbaee7388d	 GET	undefined	/employees/1
20230327	17:55:34	 ec525f50-3d1b-4d59-bc42-925195671c50	 GET	undefined	/employees
20230327	17:56:15	 32d091bc-444f-4724-998e-c24efd1de492	 GET	undefined	/employees/1
20230327	17:56:56	 11272c40-3d9b-41a1-bf5d-9c46f052f4d0	 GET	undefined	/employees
20230327	17:57:21	 5f939b88-3344-405c-a7b7-b2a88a7c8aa1	 POST	undefined	/employees
20230327	17:57:45	 52a9c75a-4088-4e40-8cd3-227e23d01850	 PUT	undefined	/employees
20230327	17:57:53	 18c1c97c-ec83-47a8-b78d-85d41c9e681e	 DELETE	undefined	/employees
20230327	17:57:58	 f2e0d022-bf18-4089-9211-92d93a347f38	 GET	undefined	/employees/1
20230328	12:06:53	 4b0e46c1-bdad-4b81-8e1d-58fa4cf257fa	 PUT	undefined	/register
20230328	12:07:37	 a5a58bed-682a-4831-a393-c4840db39ab3	 PUT	undefined	/register
20230328	12:10:19	 421d2f8f-e81b-48b8-bca0-f805c66dd2b9	 POST	undefined	/register
20230328	12:11:44	 317e8c7c-0ae8-4a8c-aa46-d278cc0b9934	 POST	undefined	/register
20230328	12:33:21	 bc0bcd4c-ac2f-4b78-8e2e-529b3924088b	 GET	undefined	/auth
20230328	12:33:27	 c982a813-839f-43d8-8367-adb29919d5e0	 POST	undefined	/auth
20230328	12:34:09	 b16ce53c-cbf4-4ec6-8f05-639f56ddd227	 POST	undefined	/auth
20230328	12:34:15	 b4f51d31-a8ff-4404-8e5a-1e4e8e45722a	 POST	undefined	/auth
